Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Argentina/PAIS-A0262/2020	EPI_ISL_792341	2020-05-01	South America / Argentina / Buenos Aires / Esteban Echeverria	Human	Original	Nasopharyngeal swab		Illumina NextSeq500	Custom pipeline			B.1.1.33	GR
hCoV-19/Argentina/PAIS-A0323/2020	EPI_ISL_792393	2020-05-07	South America / Argentina / Buenos Aires / Quilmes	Human	Original	Nasopharyngeal swab		Illumina NextSeq500	Custom pipeline			B.1.1.33	GR
hCoV-19/Argentina/PAIS-D0008/2020	EPI_ISL_792450	2020-05-02	South America / Argentina / Tierra del Fuego / Ushuaia	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Custom pipeline			B.1.1.1	GR
hCoV-19/Brazil/AM-20890261MV/2020	EPI_ISL_801402	2020-05-03	South America / Brazil / Amazonas / Iranduba	Human	Original	Oropharyngeal swab		Illumina MiSeq	BBMap 37.25 embedded in Geneious 10.2.6			B.1.1.28	GR
hCoV-19/Chile/Santiago-PUC_MVL_0261/2020	EPI_ISL_801747	2020-05-04	South America / Chile / Region Metropolitana de Santiago / Santiago	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2, Pilon			N.4	GR
hCoV-19/Chile/Santiago-PUC_MVL_0264/2020	EPI_ISL_801748	2020-05-04	South America / Chile / Region Metropolitana de Santiago / Santiago	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2, Pilon			B.1.1.74	GR
hCoV-19/Chile/Santiago-PUC_MVL_0265/2020	EPI_ISL_801749	2020-05-04	South America / Chile / Region Metropolitana de Santiago / Santiago	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2, Pilon			B.1.1.74	GR
hCoV-19/Chile/Santiago-PUC_MVL_0275/2020	EPI_ISL_801756	2020-05-04	South America / Chile / Region Metropolitana de Santiago / Santiago	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2, Pilon			N.4	GR
hCoV-19/Chile/Santiago-PUC_MVL_0292/2020	EPI_ISL_801762	2020-05-04	South America / Chile / Region Metropolitana de Santiago / Santiago	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2, Pilon			B.1.1.74	GR
hCoV-19/Chile/Buin-PUC_MVL_0294/2020	EPI_ISL_801763	2020-05-05	South America / Chile / Region Metropolitana de Santiago / Buin	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2, Pilon			B.1.1.162	GR
hCoV-19/Chile/Santiago-SSO4546/2020	EPI_ISL_801857	2020-05-08	South America / Chile / Region Metropolitana de Santiago / Santiago	Human	Original	Sputum		Illumina MiSeq	Minimap2, Pilon			N.4	GR
hCoV-19/Canada/AB-97052/2020	EPI_ISL_806202	2020-05-07	North America / Canada / Alberta	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	ivar v1.2.3			B.1.1.247	GR
hCoV-19/Canada/Qc-JEW-Q9081772/2020	EPI_ISL_825954	2020-05-08	North America / Canada / Quebec	Human	Original			Illumina NexteraFlex				B.1.1.74	GR
hCoV-19/Italy/CAM-TIGEM-901/2020	EPI_ISL_833550	2020-05-01	Europe / Italy / Campania	Human	Original	Oropharyngeal swab		MGI DNBSEQ-G400	SARS-CoV-2_Multi-PCR_v1.0			B.1.1.74	GR
hCoV-19/Italy/CAM-TIGEM-903/2020	EPI_ISL_833551	2020-05-01	Europe / Italy / Campania	Human	Original	Oropharyngeal swab		MGI DNBSEQ-G400	SARS-CoV-2_Multi-PCR_v1.0			B.1.1.74	GR
hCoV-19/Bolivia/26946/2020	EPI_ISL_837566	2020-05-08	South America / Bolivia / Santa Cruz	Human	Original	Nasopharyngeal swab		Illumina MiSeq	CLC Genomics Workbench 12			B.1.1.74	GR
hCoV-19/Brazil/PA-IEC173137/2020	EPI_ISL_848615	2020-05-05	South America / Brazil / Para	Human	Original	Oropharyngeal swab		Illumina NextSeq	﻿MEGAHIT v1.2.9 / Geneious Prime			B.1.1.28	GR
hCoV-19/USA/CA-CZB-9962/2020	EPI_ISL_857036	2020-05-05	North America / USA / California / Santa Clara County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina Novaseq	minimap2 / iVar			B.1.1.74	GR
hCoV-19/United Arab Emirates/4155/2020	EPI_ISL_859936	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4158/2020	EPI_ISL_859939	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4159/2020	EPI_ISL_859940	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.296	GR
hCoV-19/United Arab Emirates/4160/2020	EPI_ISL_859941	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4161/2020	EPI_ISL_859942	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4162/2020	EPI_ISL_859943	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4163/2020	EPI_ISL_859944	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4166/2020	EPI_ISL_859947	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4168/2020	EPI_ISL_859949	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4169/2020	EPI_ISL_859950	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4170/2020	EPI_ISL_859951	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4172/2020	EPI_ISL_859953	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4173/2020	EPI_ISL_859954	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.296	GR
hCoV-19/United Arab Emirates/4178/2020	EPI_ISL_859959	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4180/2020	EPI_ISL_859960	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4182/2020	EPI_ISL_859962	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4183/2020	EPI_ISL_859963	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4188/2020	EPI_ISL_859968	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4189/2020	EPI_ISL_859969	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4190/2020	EPI_ISL_859970	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4191/2020	EPI_ISL_859971	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4193/2020	EPI_ISL_859973	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4195/2020	EPI_ISL_859975	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4196/2020	EPI_ISL_859976	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4197/2020	EPI_ISL_859977	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4198/2020	EPI_ISL_859978	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4201/2020	EPI_ISL_859981	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq		Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.1.253	GR
hCoV-19/United Arab Emirates/4202/2020	EPI_ISL_859982	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4204/2020	EPI_ISL_859984	2020-05-06	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4205/2020	EPI_ISL_859985	2020-05-06	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.71	GR
hCoV-19/United Arab Emirates/4207/2020	EPI_ISL_859987	2020-05-06	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4208/2020	EPI_ISL_859988	2020-05-06	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4209/2020	EPI_ISL_859989	2020-05-06	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4210/2020	EPI_ISL_859990	2020-05-06	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4212/2020	EPI_ISL_859992	2020-05-06	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4213/2020	EPI_ISL_859993	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4214/2020	EPI_ISL_859994	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.304	GR
hCoV-19/United Arab Emirates/4215/2020	EPI_ISL_859995	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.71	GR
hCoV-19/United Arab Emirates/4216/2020	EPI_ISL_859996	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4218/2020	EPI_ISL_859997	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4220/2020	EPI_ISL_859999	2020-05-05	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.71	GR
hCoV-19/United Arab Emirates/4221/2020	EPI_ISL_860000	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.304	GR
hCoV-19/United Arab Emirates/4224/2020	EPI_ISL_860003	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4225/2020	EPI_ISL_860004	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4226/2020	EPI_ISL_860005	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4227/2020	EPI_ISL_860006	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4228/2020	EPI_ISL_860007	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4230/2020	EPI_ISL_860009	2020-05-01	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4231/2020	EPI_ISL_860010	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.296	GR
hCoV-19/United Arab Emirates/4232/2020	EPI_ISL_860011	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4235/2020	EPI_ISL_860013	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4236/2020	EPI_ISL_860014	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4238/2020	EPI_ISL_860016	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.71	GR
hCoV-19/United Arab Emirates/4240/2020	EPI_ISL_860018	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.296	GR
hCoV-19/United Arab Emirates/4241/2020	EPI_ISL_860019	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4242/2020	EPI_ISL_860020	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.263	GR
hCoV-19/United Arab Emirates/4243/2020	EPI_ISL_860021	2020-05-03	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4246/2020	EPI_ISL_860024	2020-05-04	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/United Arab Emirates/4248/2020	EPI_ISL_860025	2020-05-02	Asia / United Arab Emirates / Abu Dhabi	Human	unknown			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/Brazil/SP-950/2020	EPI_ISL_861644	2020-05-05	South America / Brazil / Sao Paulo / Sao Paulo	Human	Original	Nasopharyngeal swab		Ion Torrent S9	IRMA			B.1.1.28	GR
hCoV-19/Brazil/SP-951/2020	EPI_ISL_861645	2020-05-07	South America / Brazil / Sao Paulo / Sao Paulo	Human	Original	Nasopharyngeal swab		Ion Torrent S10	IRMA			B.1.1.28	GR
hCoV-19/Brazil/SP-956/2020	EPI_ISL_861650	2020-05-08	South America / Brazil / Sao Paulo / Sao Paulo	Human	Original	Nasopharyngeal swab		Ion Torrent S15	IRMA	NS7a_E95stop results in 22.3% truncation of the protein sequence.	info	B.1.1.28	GR
hCoV-19/Canada/ON-SC0012/2020	EPI_ISL_933636	2020-05-02	North America / Canada / Ontario / Toronto	Human	Original			Illumina HiSeq				B.1.1.162	GR
hCoV-19/Indonesia/JI-ITDua-6647NTv/2020	EPI_ISL_956307	2020-05-04	Asia / Indonesia / East Java / Surabaya	Human	Vero P1	Nasopharyngeal and oropharyngeal swab		Illumina MiSeq	CLC Genomics Workbench 20 and Genetyx Ver. 14	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.74	GR
hCoV-19/USA/NC-UNC-LCCC0237/2020	EPI_ISL_968180	2020-05-08	North America / USA / North Carolina	Human	Original			Ion Torrent				B.1.1.304	GR
hCoV-19/Ireland/D-NVRL-20Z11787/2020	EPI_ISL_981229	2020-05-02	Europe / Ireland / Dublin	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.74	GR
hCoV-19/Ireland/MN-NVRL-20Z12319/2020	EPI_ISL_981236	2020-05-03	Europe / Ireland / Monaghan	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.74	GR
hCoV-19/Ireland/D-NVRL-20Z12367/2020	EPI_ISL_981237	2020-05-03	Europe / Ireland / Dublin	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.162	GR
hCoV-19/Ireland/D-NVRL-20Z12588/2020	EPI_ISL_981238	2020-05-03	Europe / Ireland / Dublin	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.74	GR
hCoV-19/Ireland/D-NVRL-20Z12598/2020	EPI_ISL_981240	2020-05-03	Europe / Ireland / Dublin	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.74	GR
hCoV-19/Ireland/D-NVRL-20Z12599/2020	EPI_ISL_981241	2020-05-03	Europe / Ireland / Dublin	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.74	GR
hCoV-19/Ireland/MN-NVRL-20Z12808/2020	EPI_ISL_981242	2020-05-01	Europe / Ireland / Monaghan	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.74	GR
hCoV-19/Ireland/D-NVRL-20Z12924/2020	EPI_ISL_981244	2020-05-05	Europe / Ireland / Dublin	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.267	GR
hCoV-19/Ireland/D-NVRL-20Z12953/2020	EPI_ISL_981245	2020-05-06	Europe / Ireland / Dublin	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.74	GR
hCoV-19/Ireland/CN-NVRL-20Z12968/2020	EPI_ISL_981247	2020-05-06	Europe / Ireland / Cavan	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.74	GR
hCoV-19/Ireland/CN-NVRL-20Z12974/2020	EPI_ISL_981248	2020-05-06	Europe / Ireland / Cavan	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.74	GR
hCoV-19/Ireland/TA-NVRL-20Z13164/2020	EPI_ISL_981249	2020-05-08	Europe / Ireland / Tipperary	Human	Original	Nasopharyngeal and oropharyngeal swab		Oxford Nanopore MinION	ARTIC v3 Protocol			B.1.1.247	GR
hCoV-19/England/CAMB-1AD1F2/2020	EPI_ISL_447978	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/CAMB-1AD6D5/2020	EPI_ISL_447997	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.313	GR
hCoV-19/England/CAMB-1AD6F3/2020	EPI_ISL_447998	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AD70F/2020	EPI_ISL_447999	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AD72D/2020	EPI_ISL_448001	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AD7D2/2020	EPI_ISL_448010	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AD7E1/2020	EPI_ISL_448011	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AD82A/2020	EPI_ISL_448015	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AD857/2020	EPI_ISL_448016	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AD866/2020	EPI_ISL_448017	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1B003B/2020	EPI_ISL_448100	2020-05-08	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/CAMB-1B0068/2020	EPI_ISL_448103	2020-05-08	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1B0095/2020	EPI_ISL_448106	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/CAMB-1B00A4/2020	EPI_ISL_448107	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.197	GR
hCoV-19/England/CAMB-1B00D1/2020	EPI_ISL_448108	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.261	GR
hCoV-19/England/CAMB-1B00FF/2020	EPI_ISL_448109	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.313	GR
hCoV-19/England/CAMB-1B05D2/2020	EPI_ISL_448114	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.208	GR
hCoV-19/England/NOTT-110C80/2020	EPI_ISL_448400	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-110C9F/2020	EPI_ISL_448401	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-110CCC/2020	EPI_ISL_448404	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.89	GR
hCoV-19/England/NOTT-110CDB/2020	EPI_ISL_448405	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-110CEA/2020	EPI_ISL_448406	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore		Gap of 2 nucleotides when compared to the reference sequence.	info	B.1.1.149	GR
hCoV-19/England/NOTT-110CF9/2020	EPI_ISL_448407	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-110D05/2020	EPI_ISL_448408	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.55	GR
hCoV-19/England/NOTT-110DBA/2020	EPI_ISL_448417	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-110DC9/2020	EPI_ISL_448418	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NORW-E7421/2020	EPI_ISL_449034	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E7430/2020	EPI_ISL_449035	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E744F/2020	EPI_ISL_449036	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.37	GR
hCoV-19/England/NORW-E747C/2020	EPI_ISL_449037	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.182	GR
hCoV-19/England/NORW-E749A/2020	EPI_ISL_449039	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E74E5/2020	EPI_ISL_449042	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.127	GR
hCoV-19/England/NORW-E74F4/2020	EPI_ISL_449043	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.3	GR
hCoV-19/England/NORW-E762B/2020	EPI_ISL_449056	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina		Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.1.182	GR
hCoV-19/England/NORW-E7649/2020	EPI_ISL_449057	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.37	GR
hCoV-19/England/NORW-E7694/2020	EPI_ISL_449062	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E7737/2020	EPI_ISL_449066	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E7861/2020	EPI_ISL_449077	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.182	GR
hCoV-19/England/NORW-E7870/2020	EPI_ISL_449078	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.215	GR
hCoV-19/England/NORW-E789E/2020	EPI_ISL_449080	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E797D/2020	EPI_ISL_449085	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E79E6/2020	EPI_ISL_449087	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E7D62/2020	EPI_ISL_449089	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.130	GR
hCoV-19/England/NORW-E7DF9/2020	EPI_ISL_449091	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.183	GR
hCoV-19/England/NORW-E7E05/2020	EPI_ISL_449092	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E7E9C/2020	EPI_ISL_449093	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.183	GR
hCoV-19/England/NORW-E7F4E/2020	EPI_ISL_449096	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.183	GR
hCoV-19/Scotland/EDB4621/2020	EPI_ISL_449313	2020-05-06	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/Scotland/EDB4679/2020	EPI_ISL_449320	2020-05-08	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.4	GR
hCoV-19/Poland/Pom2/2020	EPI_ISL_450746	2020-05-08	Europe / Poland / Pomerania	Human	Original	Swab		Nanopore MinION	ARTICv3_medaka_long			C.10	GR
hCoV-19/Sweden/20-51311/2020	EPI_ISL_450833	2020-05-07	Europe / Sweden / Jonkoping	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Torrent suite variantCaller with fill from reference and majority wins			B.1.1.294	GR
hCoV-19/Bangladesh/DU-50740/2020	EPI_ISL_450839	2020-05-06	Asia / Bangladesh / Dhaka	Human	Original	Oropharyngeal swab		Ion Torrent				B.1.1.25	GR
hCoV-19/Bangladesh/DU-50758/2020	EPI_ISL_450840	2020-05-06	Asia / Bangladesh / Dhaka	Human	Original	Oropharyngeal swab		Ion Torrent				B.1.1.25	GR
